id,type,posting_date,document_number,item_number,ordered_qty,delivered_qty,remaining_open_qty,from_whse_code,to_whse,remarks,special_instructions,branch_name,branch_name_v2,document_status,original_due_date,due_date,user_code,po_number,isms_so_number,cbm,total_cbm,customer_vendor_code,customer_vendor_name,status
1554,ITR,2025-10-04,347160,65UHD206,5,5,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1555,ITR,2025-10-04,347161,75UHD206,5,5,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1556,ITR,2025-10-04,347162,85UHW201,3,3,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1557,ITR,2025-10-04,347163,65QUHW01,5,5,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0.19,0.95,,,Not Scheduled
1558,ITR,2025-10-04,347164,65QUHW01,5,5,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0.19,0.95,,,Not Scheduled
1559,ITR,2025-10-04,347165,65QUHW01,5,5,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0.19,0.95,,,Not Scheduled
1560,ITR,2025-10-04,347166,65QUHW01,5,5,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0.19,0.95,,,Not Scheduled
1561,ITR,2025-10-04,347167,65QUHW01,5,5,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0.19,0.95,,,Not Scheduled
1562,ITR,2025-10-04,347168,65QUHW01,5,5,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0.19,0.95,,,Not Scheduled
1563,ITR,2025-10-04,347169,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1564,ITR,2025-10-04,347170,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1565,ITR,2025-10-04,347171,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1566,ITR,2025-10-04,347172,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1567,ITR,2025-10-04,347173,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1568,ITR,2025-10-04,347174,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1569,ITR,2025-10-04,347175,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1570,ITR,2025-10-04,347176,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1571,ITR,2025-10-04,347177,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1572,ITR,2025-10-04,347178,SONIQUE SURF,24,24,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1573,ITR,2025-10-04,347179,SONIQUE SURF,10,10,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1574,ITR,2025-10-04,347180,SWS-01,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1575,ITR,2025-10-04,347181,SWS-01,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1576,ITR,2025-10-04,347182,SWS-01,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1577,ITR,2025-10-04,347183,SWS-01,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1578,ITR,2025-10-04,347184,SWS-01,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1579,ITR,2025-10-04,347185,SONIQUE LITE 201,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1580,ITR,2025-10-04,347186,SONIQUE RAVE 501,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1581,ITR,2025-10-04,347187,SONIQUE RAVE 501,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1582,ITR,2025-10-04,347188,SONIQUE RAVE 501,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1583,ITR,2025-10-04,347189,SONIQUE RAVE 501,20,20,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1584,ITR,2025-10-04,347190,SONIQUE RAVE 501,10,10,0,FWH14P1F,FWH26ILO,,,,FTI ILOILO WAREHOUSE,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1585,ITR,2025-10-06,347191,65UHD205,4,4,0,FWH14P1F,SEW001,,CU WITH PROOF,,SAVERS BALIBAGO,C,2025-10-07,2025-10-07,rexconde,,,0.25,1,,,Not Scheduled
1586,ITR,2025-10-06,347191,SONIQUE SURF,4,4,0,FWH14P1F,SEW001,,CU WITH PROOF,,SAVERS BALIBAGO,C,2025-10-07,2025-10-07,rexconde,,,0,0,,,Not Scheduled
1587,ITR,2025-10-06,347192,SONIQUE SURF,30,30,0,FWH14P1F,MEG014,,LATE,,MEGASAVER TARLAC,C,2025-10-07,2025-10-07,mmayorga,111738,202510-0021403,0,0,,,Not Scheduled
1588,ITR,2025-10-06,347193,55UHW201,10,10,0,FWH14P1F,MEG014,,LATE,,MEGASAVER TARLAC,C,2025-10-07,2025-10-07,mmayorga,111738,202510-0021403,0.13,1.3,,,Not Scheduled
1589,ITR,2025-10-06,347193,50QUHW01,8,8,0,FWH14P1F,MEG014,,LATE,,MEGASAVER TARLAC,C,2025-10-07,2025-10-07,mmayorga,111738,202510-0021403,0.09,0.72,,,Not Scheduled
1590,ITR,2025-10-06,347193,85UHW201,4,4,0,FWH14P1F,MEG014,,LATE,,MEGASAVER TARLAC,C,2025-10-07,2025-10-07,mmayorga,111738,202510-0021403,0,0,,,Not Scheduled
1591,ITR,2025-10-06,347193,65QUHW01,3,3,0,FWH14P1F,MEG014,,LATE,,MEGASAVER TARLAC,C,2025-10-07,2025-10-07,mmayorga,111738,202510-0021403,0.19,0.57,,,Not Scheduled
1592,ITR,2025-10-06,347193,65UHD206,3,3,0,FWH14P1F,MEG014,,LATE,,MEGASAVER TARLAC,C,2025-10-07,2025-10-07,mmayorga,111738,202510-0021403,0,0,,,Not Scheduled
1593,ITR,2025-10-06,347194,55QUHW01,10,10,0,FWH14P1F,MEG014,,LATE,,MEGASAVER TARLAC,C,2025-10-07,2025-10-07,mmayorga,111738,202510-0021403,0.13,1.3,,,Not Scheduled
1594,ITR,2025-10-06,347195,SONIQUE RAVE 501,2,2,0,FWH14P1F,MEG014,,LATE,,MEGASAVER TARLAC,C,2025-10-07,2025-10-07,mmayorga,111738,202510-0021405,0,0,,,Not Scheduled
1595,ITR,2025-10-06,347196,55UHW201,15,15,0,FWH14P1F,MEG032,,LATE,,MEGASAVER PANIQUI PRIME,C,2025-10-07,2025-10-07,mmayorga,111574,202510-0021407,0.13,1.95,,,Not Scheduled
1596,ITR,2025-10-06,347196,32STW101,15,15,0,FWH14P1F,MEG032,,LATE,,MEGASAVER PANIQUI PRIME,C,2025-10-07,2025-10-07,mmayorga,111574,202510-0021407,0.04,0.6,,,Not Scheduled
1597,ITR,2025-10-06,347197,32STW101,3,3,0,FWH14P1F,ROB044,,LATE,,ROBINSONS MALOLOS,C,2025-10-07,2025-10-07,vmindana,,202510-0021412,0.04,0.12,,,Not Scheduled
1598,ITR,2025-10-06,347197,43STW101,2,2,0,FWH14P1F,ROB044,,LATE,,ROBINSONS MALOLOS,C,2025-10-07,2025-10-07,vmindana,,202510-0021412,0.09,0.18,,,Not Scheduled
1599,ITR,2025-10-06,347197,50QUHW01,2,2,0,FWH14P1F,ROB044,,LATE,,ROBINSONS MALOLOS,C,2025-10-07,2025-10-07,vmindana,,202510-0021412,0.09,0.18,,,Not Scheduled
1600,ITR,2025-10-06,347197,55QUHW01,3,3,0,FWH14P1F,ROB044,,LATE,,ROBINSONS MALOLOS,C,2025-10-07,2025-10-07,vmindana,,202510-0021412,0.13,0.39,,,Not Scheduled
1601,ITR,2025-10-06,347197,75UHD206,1,1,0,FWH14P1F,ROB044,,LATE,,ROBINSONS MALOLOS,C,2025-10-07,2025-10-07,vmindana,,202510-0021412,0,0,,,Not Scheduled
1602,ITR,2025-10-06,347198,SONIQUE SURF,20,20,0,FWH14P1F,MEG032,,LATE,,MEGASAVER PANIQUI PRIME,C,2025-10-07,2025-10-07,mmayorga,111574,202510-0021407,0,0,,,Not Scheduled
1603,ITR,2025-10-06,347198,43STW101,5,5,0,FWH14P1F,MEG032,,LATE,,MEGASAVER PANIQUI PRIME,C,2025-10-07,2025-10-07,mmayorga,111574,202510-0021407,0.09,0.45,,,Not Scheduled
1604,ITR,2025-10-06,347198,55QUHW01,5,5,0,FWH14P1F,MEG032,,LATE,,MEGASAVER PANIQUI PRIME,C,2025-10-07,2025-10-07,mmayorga,111574,202510-0021407,0.13,0.65,,,Not Scheduled
1605,ITR,2025-10-06,347199,85UHW201,2,2,0,FWH14P1F,MEG032,,LATE,,MEGASAVER PANIQUI PRIME,C,2025-10-07,2025-10-07,mmayorga,111574,202510-0021407,0,0,,,Not Scheduled
1606,ITR,2025-10-06,347199,65UHD205,2,2,0,FWH14P1F,MEG032,,LATE,,MEGASAVER PANIQUI PRIME,C,2025-10-07,2025-10-07,mmayorga,111574,202510-0021407,0.25,0.5,,,Not Scheduled
1607,ITR,2025-10-06,347199,65QUHW01,1,1,0,FWH14P1F,MEG032,,LATE,,MEGASAVER PANIQUI PRIME,C,2025-10-07,2025-10-07,mmayorga,111574,202510-0021407,0.19,0.19,,,Not Scheduled
1608,ITR,2025-10-06,347200,55UHW201,2,2,0,FWH14P1F,ROB049,,LATE,,ROBINSONS MEYCAUAYAN,C,2025-10-07,2025-10-07,vmindana,,202510-0021418,0.13,0.26,,,Not Scheduled
1609,ITR,2025-10-06,347200,SONIQUE SURF,4,4,0,FWH14P1F,ROB049,,LATE,,ROBINSONS MEYCAUAYAN,C,2025-10-07,2025-10-07,vmindana,,202510-0021418,0,0,,,Not Scheduled
1610,ITR,2025-10-06,347201,55UHW201,6,6,0,FWH14P1F,MEG009,,LATE,,MEGASAVER LUISITA,C,2025-10-07,2025-10-07,mmayorga,111544,202510-0021414,0.13,0.78,,,Not Scheduled
1611,ITR,2025-10-06,347201,SONIQUE SURF,5,5,0,FWH14P1F,MEG009,,LATE,,MEGASAVER LUISITA,C,2025-10-07,2025-10-07,mmayorga,111544,202510-0021414,0,0,,,Not Scheduled
1612,ITR,2025-10-06,347201,SWS-01,5,5,0,FWH14P1F,MEG009,,LATE,,MEGASAVER LUISITA,C,2025-10-07,2025-10-07,mmayorga,111544,202510-0021414,0,0,,,Not Scheduled
1613,ITR,2025-10-06,347201,32STW101,3,3,0,FWH14P1F,MEG009,,LATE,,MEGASAVER LUISITA,C,2025-10-07,2025-10-07,mmayorga,111544,202510-0021414,0.04,0.12,,,Not Scheduled
1614,ITR,2025-10-06,347201,55QUHW01,3,3,0,FWH14P1F,MEG009,,LATE,,MEGASAVER LUISITA,C,2025-10-07,2025-10-07,mmayorga,111544,202510-0021414,0.13,0.39,,,Not Scheduled
1615,ITR,2025-10-06,347201,43STW101,2,2,0,FWH14P1F,MEG009,,LATE,,MEGASAVER LUISITA,C,2025-10-07,2025-10-07,mmayorga,111544,202510-0021414,0.09,0.18,,,Not Scheduled
1616,ITR,2025-10-06,347201,43UHD205,2,2,0,FWH14P1F,MEG009,,LATE,,MEGASAVER LUISITA,C,2025-10-07,2025-10-07,mmayorga,111544,202510-0021414,0.09,0.18,,,Not Scheduled
1617,ITR,2025-10-06,347202,32STV104,3,3,0,FWH14P1F,MGA019,,,,METRO MARKET MARKET,C,2025-10-08,2025-10-08,vmindana,,202510-0021420,0.05,0.15,,,Not Scheduled
1618,ITR,2025-10-06,347202,SONIQUE SURF,2,2,0,FWH14P1F,MGA019,,,,METRO MARKET MARKET,C,2025-10-08,2025-10-08,vmindana,,202510-0021420,0,0,,,Not Scheduled
1619,ITR,2025-10-06,347203,SONIQUE VIBE 301,1,1,0,FWH14P1F,MEG009,,LATE,,MEGASAVER LUISITA,C,2025-10-07,2025-10-07,mmayorga,111544,202510-0021415,0,0,,,Not Scheduled
1620,ITR,2025-10-06,347204,43UHD205,1,1,0,FWH14P1F,ROB003,,CU,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.09,0.09,,,Not Scheduled
1621,ITR,2025-10-06,347205,SWS-01,5,5,0,FWH14P1F,MEG021,,LATE,,MEGASAVER CAPAS,C,2025-10-07,2025-10-07,mmayorga,111516,202510-0021417,0,0,,,Not Scheduled
1622,ITR,2025-10-06,347205,55UHW201,5,5,0,FWH14P1F,MEG021,,LATE,,MEGASAVER CAPAS,C,2025-10-07,2025-10-07,mmayorga,111516,202510-0021417,0.13,0.65,,,Not Scheduled
1623,ITR,2025-10-06,347205,SONIQUE SURF,5,5,0,FWH14P1F,MEG021,,LATE,,MEGASAVER CAPAS,C,2025-10-07,2025-10-07,mmayorga,111516,202510-0021417,0,0,,,Not Scheduled
1624,ITR,2025-10-06,347205,43STW101,3,3,0,FWH14P1F,MEG021,,LATE,,MEGASAVER CAPAS,C,2025-10-07,2025-10-07,mmayorga,111516,202510-0021417,0.09,0.27,,,Not Scheduled
1625,ITR,2025-10-06,347205,32STW101,3,3,0,FWH14P1F,MEG021,,LATE,,MEGASAVER CAPAS,C,2025-10-07,2025-10-07,mmayorga,111516,202510-0021417,0.04,0.12,,,Not Scheduled
1626,ITR,2025-10-06,347205,50QUHW01,1,1,0,FWH14P1F,MEG021,,LATE,,MEGASAVER CAPAS,C,2025-10-07,2025-10-07,mmayorga,111516,202510-0021417,0.09,0.09,,,Not Scheduled
1627,ITR,2025-10-06,347206,SONIQUE SURF,3,3,0,FWH14P1F,MEG030,,CU,,MEGASAVER GUAGUA,C,2025-10-07,2025-10-07,mmayorga,111537,202510-0021419,0,0,,,Not Scheduled
1628,ITR,2025-10-06,347206,55QUHW01,3,3,0,FWH14P1F,MEG030,,CU,,MEGASAVER GUAGUA,C,2025-10-07,2025-10-07,mmayorga,111537,202510-0021419,0.13,0.39,,,Not Scheduled
1629,ITR,2025-10-06,347207,43STW101,2,2,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.09,0.18,,,Not Scheduled
1630,ITR,2025-10-06,347207,50QUHW01,2,2,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.09,0.18,,,Not Scheduled
1631,ITR,2025-10-06,347207,55QUHW01,3,3,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.13,0.39,,,Not Scheduled
1632,ITR,2025-10-06,347207,55UHW201,5,5,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.13,0.65,,,Not Scheduled
1633,ITR,2025-10-06,347207,65QUHW01,1,1,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.19,0.19,,,Not Scheduled
1634,ITR,2025-10-06,347207,SONIQUE SURF,9,9,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0,0,,,Not Scheduled
1635,ITR,2025-10-06,347207,SWS-01,4,4,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0,0,,,Not Scheduled
1636,ITR,2025-10-06,347208,SONIQUE SURF,1,1,0,FWH14P1F,MEG006,,CU,,MEGASAVER F. TANEDO,C,2025-10-07,2025-10-07,mmayorga,111534,202510-0021422,0,0,,,Not Scheduled
1637,ITR,2025-10-06,347208,75UHD206,1,1,0,FWH14P1F,MEG006,,CU,,MEGASAVER F. TANEDO,C,2025-10-07,2025-10-07,mmayorga,111534,202510-0021422,0,0,,,Not Scheduled
1638,ITR,2025-10-06,347209,43STW101,2,2,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.09,0.18,,,Not Scheduled
1639,ITR,2025-10-06,347209,50QUHW01,2,2,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.09,0.18,,,Not Scheduled
1640,ITR,2025-10-06,347209,55QUHW01,3,3,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.13,0.39,,,Not Scheduled
1641,ITR,2025-10-06,347209,55UHW201,5,5,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.13,0.65,,,Not Scheduled
1642,ITR,2025-10-06,347209,65QUHW01,1,1,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0.19,0.19,,,Not Scheduled
1643,ITR,2025-10-06,347209,SONIQUE SURF,9,9,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0,0,,,Not Scheduled
1644,ITR,2025-10-06,347209,SWS-01,4,4,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021423,0,0,,,Not Scheduled
1645,ITR,2025-10-06,347210,50QUHW01,5,5,0,FWH14P1F,MEG011,,LATE,,MEGASAVER PANIQUI,C,2025-10-07,2025-10-07,mmayorga,111572,202510-0021424,0.09,0.45,,,Not Scheduled
1646,ITR,2025-10-06,347210,SONIQUE SURF,5,5,0,FWH14P1F,MEG011,,LATE,,MEGASAVER PANIQUI,C,2025-10-07,2025-10-07,mmayorga,111572,202510-0021424,0,0,,,Not Scheduled
1647,ITR,2025-10-06,347210,32STW101,5,5,0,FWH14P1F,MEG011,,LATE,,MEGASAVER PANIQUI,C,2025-10-07,2025-10-07,mmayorga,111572,202510-0021424,0.04,0.2,,,Not Scheduled
1648,ITR,2025-10-06,347210,55UHW201,2,2,0,FWH14P1F,MEG011,,LATE,,MEGASAVER PANIQUI,C,2025-10-07,2025-10-07,mmayorga,111572,202510-0021424,0.13,0.26,,,Not Scheduled
1649,ITR,2025-10-06,347210,55QUHW01,2,2,0,FWH14P1F,MEG011,,LATE,,MEGASAVER PANIQUI,C,2025-10-07,2025-10-07,mmayorga,111572,202510-0021424,0.13,0.26,,,Not Scheduled
1650,ITR,2025-10-06,347211,SONIQUE SURF,3,3,0,FWH14P1F,MEG031,,LATE,,MEGASAVER STO. ROSARIO,C,2025-10-07,2025-10-07,mmayorga,111726,202510-0021426,0,0,,,Not Scheduled
1651,ITR,2025-10-06,347212,50QUHW01,3,3,0,FWH14P1F,MEG036,,,,MEGASAVER VALENZUELA,C,2025-10-08,2025-10-08,mmayorga,111907,202510-0021428,0.09,0.27,,,Not Scheduled
1652,ITR,2025-10-06,347212,65QUHW01,2,2,0,FWH14P1F,MEG036,,,,MEGASAVER VALENZUELA,C,2025-10-08,2025-10-08,mmayorga,111907,202510-0021428,0.19,0.38,,,Not Scheduled
1653,ITR,2025-10-06,347212,75UHD206,1,1,0,FWH14P1F,MEG036,,,,MEGASAVER VALENZUELA,C,2025-10-08,2025-10-08,mmayorga,111907,202510-0021428,0,0,,,Not Scheduled
1654,ITR,2025-10-06,347213,55UHW201,7,7,0,FWH14P1F,MEG003,,,,MEGASAVER CABANATUAN,C,2025-10-09,2025-10-09,mmayorga,111504,202510-0021433,0.13,0.91,,,Not Scheduled
1655,ITR,2025-10-06,347213,SONIQUE SURF,5,5,0,FWH14P1F,MEG003,,,,MEGASAVER CABANATUAN,C,2025-10-09,2025-10-09,mmayorga,111504,202510-0021433,0,0,,,Not Scheduled
1656,ITR,2025-10-06,347213,55QUHW01,3,3,0,FWH14P1F,MEG003,,,,MEGASAVER CABANATUAN,C,2025-10-09,2025-10-09,mmayorga,111504,202510-0021433,0.13,0.39,,,Not Scheduled
1657,ITR,2025-10-06,347213,50QUHW01,2,2,0,FWH14P1F,MEG003,,,,MEGASAVER CABANATUAN,C,2025-10-09,2025-10-09,mmayorga,111504,202510-0021433,0.09,0.18,,,Not Scheduled
1658,ITR,2025-10-06,347214,SONIQUE SURF,13,13,0,FWH14P1F,MEG007,,,,MEGASAVER GAPAN,C,2025-10-09,2025-10-09,mmayorga,111536,202510-0021436,0,0,,,Not Scheduled
1659,ITR,2025-10-06,347214,55UHW201,10,10,0,FWH14P1F,MEG007,,,,MEGASAVER GAPAN,C,2025-10-09,2025-10-09,mmayorga,111536,202510-0021436,0.13,1.3,,,Not Scheduled
1660,ITR,2025-10-06,347214,65QUHW01,3,3,0,FWH14P1F,MEG007,,,,MEGASAVER GAPAN,C,2025-10-09,2025-10-09,mmayorga,111536,202510-0021436,0.19,0.57,,,Not Scheduled
1661,ITR,2025-10-06,347215,SONIQUE RAVE 501,1,1,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021425,0,0,,,Not Scheduled
1662,ITR,2025-10-06,347215,SONIQUE VIBE 301,2,2,0,FWH14P1F,ROB003,,,,ROBINSONS ANTIPOLO,C,2025-10-08,2025-10-08,vmindana,,202510-0021425,0,0,,,Not Scheduled
1663,ITR,2025-10-06,347216,32STW101,1,1,0,FWH14P1F,ROB087,,,,ROBINSONS BINANGONAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021427,0.04,0.04,,,Not Scheduled
1664,ITR,2025-10-06,347216,43STW101,4,4,0,FWH14P1F,ROB087,,,,ROBINSONS BINANGONAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021427,0.09,0.36,,,Not Scheduled
1665,ITR,2025-10-06,347216,65QUHW01,2,2,0,FWH14P1F,ROB087,,,,ROBINSONS BINANGONAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021427,0.19,0.38,,,Not Scheduled
1666,ITR,2025-10-06,347217,32STW101,2,2,0,FWH14P1F,ROB012,,,,ROBINSONS CAINTA,C,2025-10-08,2025-10-08,vmindana,,202510-0021429,0.04,0.08,,,Not Scheduled
1667,ITR,2025-10-06,347217,55QUHW01,3,3,0,FWH14P1F,ROB012,,,,ROBINSONS CAINTA,C,2025-10-08,2025-10-08,vmindana,,202510-0021429,0.13,0.39,,,Not Scheduled
1668,ITR,2025-10-06,347217,65QUHW01,1,1,0,FWH14P1F,ROB012,,,,ROBINSONS CAINTA,C,2025-10-08,2025-10-08,vmindana,,202510-0021429,0.19,0.19,,,Not Scheduled
1669,ITR,2025-10-06,347217,SONIQUE SURF,5,5,0,FWH14P1F,ROB012,,,,ROBINSONS CAINTA,C,2025-10-08,2025-10-08,vmindana,,202510-0021429,0,0,,,Not Scheduled
1670,ITR,2025-10-06,347217,SWS-01,5,5,0,FWH14P1F,ROB012,,,,ROBINSONS CAINTA,C,2025-10-08,2025-10-08,vmindana,,202510-0021429,0,0,,,Not Scheduled
1671,ITR,2025-10-06,347218,SONIQUE VIBE 301,2,2,0,FWH14P1F,ROB013,,,,ROBINSONS CALAPAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021430,0,0,,,Not Scheduled
1672,ITR,2025-10-06,347219,32STW101,6,6,0,FWH14P1F,ROB013,,,,ROBINSONS CALAPAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021434,0.04,0.24,,,Not Scheduled
1673,ITR,2025-10-06,347219,43STW101,12,12,0,FWH14P1F,ROB013,,,,ROBINSONS CALAPAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021434,0.09,1.08,,,Not Scheduled
1674,ITR,2025-10-06,347219,55QUHW01,5,5,0,FWH14P1F,ROB013,,,,ROBINSONS CALAPAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021434,0.13,0.65,,,Not Scheduled
1675,ITR,2025-10-06,347220,55UHW201,8,8,0,FWH14P1F,ROB013,,,,ROBINSONS CALAPAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021434,0.13,1.04,,,Not Scheduled
1676,ITR,2025-10-06,347220,75UHD206,1,1,0,FWH14P1F,ROB013,,,,ROBINSONS CALAPAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021434,0,0,,,Not Scheduled
1677,ITR,2025-10-06,347221,SONIQUE SURF,18,18,0,FWH14P1F,ROB013,,,,ROBINSONS CALAPAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021434,0,0,,,Not Scheduled
1678,ITR,2025-10-06,347221,SWS-01,10,10,0,FWH14P1F,ROB013,,,,ROBINSONS CALAPAN,C,2025-10-08,2025-10-08,vmindana,,202510-0021434,0,0,,,Not Scheduled
1679,ITR,2025-10-06,347222,55QUHW01,1,1,0,FWH14P1F,ROB037,,,,ROBINSONS LAS PINAS,C,2025-10-08,2025-10-08,vmindana,,202510-0021437,0.13,0.13,,,Not Scheduled
1680,ITR,2025-10-06,347222,SONIQUE SURF,1,1,0,FWH14P1F,ROB037,,,,ROBINSONS LAS PINAS,C,2025-10-08,2025-10-08,vmindana,,202510-0021437,0,0,,,Not Scheduled
